,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,risk_factor,emp_length,annual_inc,total_debt,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_credit_rv,dti,loan_is_bad_num,loan_currency_num,K3 - Predicted,K8 - Predicted
3384,6300,6300,6300.0,36,13.11,212.61,-2,2.0,36000.0,12564.0,0,2,0.0,0.0,12,0,16586,75.4,15,0.0,0.0,7113.31,7113.31,6300.0,813.31,0.0,0.0,0.0,4354.19,0,0.0,1,0,0.0,146317.0,66300.0,0.349,0,0,2,1
3385,6450,6450,6450.0,36,13.11,217.67,-2,1.0,110000.0,14443.0,0,1,0.0,0.0,10,0,28921,65.7,25,0.0,0.0,7818.009503,7818.01,6450.0,1368.01,0.0,0.0,0.0,1076.3,0,0.0,1,0,0.0,234356.0,44000.0,0.131,0,0,2,1
3390,7000,7000,7000.0,36,13.11,236.23,-2,9.0,35360.0,9193.6,0,2,0.0,0.0,12,0,19373,51.7,21,0.0,0.0,8002.08,8002.08,7000.0,1002.08,0.0,0.0,0.0,4463.72,0,0.0,1,0,0.0,44660.0,37500.0,0.26,0,0,2,1
3394,14000,14000,14000.0,36,13.11,472.46,-2,10.0,70000.0,20076.0,0,0,80.0,0.0,13,0,13990,84.3,34,0.0,0.0,16347.8133,16347.81,14000.0,2347.81,0.0,0.0,0.0,7380.25,0,0.0,1,0,0.0,267357.0,16600.0,0.287,0,0,2,1
3395,7325,7325,7325.0,36,13.11,247.2,-2,8.0,27000.0,8650.8,4,1,15.0,0.0,12,0,7336,59.2,24,0.0,0.0,8897.89082,8897.89,7325.0,1572.89,0.0,0.0,0.0,250.31,0,15.0,1,0,0.0,21804.0,12400.0,0.32,0,0,2,1
3396,2000,2000,2000.0,36,13.11,67.5,-2,10.0,115000.0,20527.5,0,2,0.0,0.0,15,0,37382,70.8,37,0.0,0.0,2428.800901,2428.8,2000.0,428.8,0.0,0.0,0.0,69.87,0,0.0,1,0,0.0,143775.0,52800.0,0.17800000000000002,0,0,2,1
3405,2400,2400,2400.0,36,13.11,81.0,-2,10.0,55000.0,15587.0,0,1,0.0,0.0,15,0,14793,51.9,52,0.0,0.0,2653.68,2653.68,2400.0,253.68,0.0,0.0,0.0,1847.31,0,0.0,1,0,0.0,94818.0,28500.0,0.28300000000000003,0,0,2,1
3409,9200,9200,9200.0,36,13.11,310.48,-2,1.0,44600.0,12322.98,0,3,48.0,0.0,10,0,13948,61.7,30,0.0,0.0,10791.64417,10791.64,9200.0,1591.64,0.0,0.0,0.0,4590.88,0,0.0,1,0,0.0,133043.0,22600.0,0.276,0,0,2,1
3411,8000,8000,8000.0,36,13.11,269.98,-2,10.0,47070.0,11969.9,0,0,0.0,0.0,18,0,31338,78.3,21,0.0,0.0,9717.713584000001,9717.71,8000.0,1717.71,0.0,0.0,0.0,273.68,0,0.0,1,0,0.0,39322.0,40000.0,0.254,0,0,2,1
3413,4200,4200,4200.0,36,13.11,141.74,-2,1.0,80000.0,20048.0,0,2,0.0,0.0,20,0,8529,62.3,22,0.0,0.0,5101.097301,5101.1,4200.0,901.1,0.0,0.0,0.0,145.64,0,0.0,1,0,0.0,76398.0,13700.0,0.251,0,0,2,1
3414,12000,12000,12000.0,36,13.11,404.97,-2,3.0,42500.0,10489.0,0,0,0.0,0.0,17,0,8311,53.6,29,0.0,0.0,12853.69,12853.69,12000.0,853.69,0.0,0.0,0.0,10424.88,0,0.0,1,0,0.0,32979.0,15500.0,0.247,0,0,2,1
3417,5800,5800,5800.0,36,13.11,195.74,-2,1.0,20000.0,5688.0,0,0,43.0,0.0,12,0,10958,55.3,23,0.0,0.0,1459.14,1459.14,815.18,357.7,0.0,286.26,2.73,195.74,0,50.0,1,0,0.0,27472.0,19800.0,0.284,1,0,2,1
3418,10000,10000,10000.0,36,13.11,337.47,-2,4.0,58000.0,9024.8,0,2,0.0,0.0,15,0,11567,38.8,40,0.0,0.0,11914.177440000001,11914.18,10000.0,1914.18,0.0,0.0,0.0,3824.42,0,0.0,1,0,0.0,47536.0,29816.0,0.156,0,0,2,1
3420,8000,8000,8000.0,36,13.11,269.98,-2,10.0,80000.0,11856.0,0,0,37.0,0.0,10,0,7296,59.8,22,0.0,0.0,9425.678479,9425.68,8000.0,1425.68,0.0,0.0,0.0,3759.84,0,0.0,1,0,0.0,177899.0,12200.0,0.14800000000000002,0,0,2,1
3426,8000,8000,8000.0,36,13.11,269.98,-2,10.0,26000.0,8052.2,1,0,17.0,0.0,8,0,8978,71.8,19,0.0,0.0,9718.646302,9718.65,8000.0,1718.65,0.0,0.0,0.0,271.05,0,38.0,1,0,75.0,21818.0,12500.0,0.31,0,0,2,1
3430,13000,13000,13000.0,36,13.11,438.72,-2,10.0,62000.0,11687.0,7,0,7.0,0.0,11,0,13332,59.0,23,0.0,0.0,15792.83622,15792.84,13000.0,2792.84,0.0,0.0,0.0,440.19,0,0.0,1,0,0.0,42253.0,22600.0,0.188,0,0,2,1
3431,15000,15000,15000.0,36,13.11,506.21,-2,9.0,100000.0,9840.0,0,2,0.0,0.0,13,0,8486,45.4,27,0.0,0.0,11152.22,11152.22,7599.97,2515.9,0.0,1036.35,10.3635,506.21,0,0.0,1,0,0.0,24191.0,18700.0,0.098,1,0,2,1
3432,5700,5700,5700.0,36,13.11,192.36,-2,2.0,85000.0,12214.5,2,1,10.0,0.0,12,0,7465,75.4,34,0.0,0.0,6923.303272,6923.3,5700.0,1223.3,0.0,0.0,0.0,196.65,0,33.0,1,0,0.0,150759.0,9900.0,0.14400000000000002,0,0,2,1
3433,13000,13000,13000.0,36,13.11,438.72,-2,10.0,98000.0,14043.4,0,2,0.0,0.0,15,0,28312,47.6,51,0.0,0.0,15487.856780000002,15487.86,13000.0,2487.86,0.0,0.0,0.0,4973.02,0,0.0,1,0,0.0,222085.0,59500.0,0.14300000000000002,0,0,2,1
3441,10000,10000,10000.0,36,13.11,337.47,-2,3.0,50000.0,7535.0,0,0,77.0,0.0,10,0,7614,47.3,18,0.0,0.0,11363.62,11363.62,10000.0,1363.62,0.0,0.0,0.0,6642.13,0,77.0,1,0,0.0,29196.0,16100.0,0.151,0,0,2,1
3446,12000,12000,11925.0,36,13.11,404.97,-2,4.0,45000.0,11916.0,0,0,0.0,0.0,17,0,29975,79.3,29,0.0,0.0,3791.93,3768.2,2272.43,961.41,0.0,558.09,5.32,404.97,0,0.0,1,0,0.0,146680.0,37800.0,0.265,1,0,2,1
3448,10000,10000,10000.0,36,13.11,337.47,-2,10.0,60000.0,10968.0,0,3,0.0,0.0,10,0,10687,43.8,22,0.0,0.0,12146.23719,12146.24,10000.0,2146.24,0.0,0.0,0.0,344.99,0,0.0,1,0,0.0,47305.0,24400.0,0.183,0,0,2,1
3455,10500,10500,10450.0,36,13.11,354.35,-2,10.0,32100.0,10609.05,0,1,0.0,0.0,11,0,9991,57.1,41,0.0,0.0,12753.23182,12692.52,10500.0,2253.23,0.0,0.0,0.0,362.71,0,0.0,1,0,0.0,29985.0,17500.0,0.33,0,0,2,1
3458,10200,10200,10200.0,36,13.11,344.22,-2,4.0,70000.0,15351.0,1,0,20.0,0.0,24,0,8307,53.2,45,0.0,0.0,11590.98,11590.98,10200.0,1390.98,0.0,0.0,0.0,6774.45,0,20.0,1,0,0.0,286161.0,13200.0,0.219,0,0,2,1
3460,10000,10000,10000.0,36,13.11,337.47,-2,10.0,55000.0,8607.5,0,3,50.0,0.0,13,0,9213,31.8,29,0.0,0.0,10520.61,10520.61,10000.0,520.61,0.0,0.0,0.0,9174.85,0,0.0,1,0,0.0,36303.0,29000.0,0.156,0,0,2,1
3469,12000,12000,12000.0,36,13.11,404.97,-2,1.0,38000.0,6889.4,1,0,9.0,0.0,14,0,11352,69.6,49,0.0,0.0,14577.56972,14577.57,12000.0,2577.57,0.0,0.0,0.0,407.7,0,0.0,1,0,0.0,83731.0,16300.0,0.181,0,0,2,1
3472,12000,12000,12000.0,36,13.11,404.97,-2,10.0,150000.0,28320.0,3,0,8.0,0.0,7,0,17445,80.4,20,0.0,0.0,13069.31,13069.31,12000.0,1069.31,0.0,0.0,0.0,9830.04,0,0.0,1,0,0.0,77812.0,21700.0,0.189,0,0,2,1
3473,11625,11625,11625.0,36,13.11,392.31,-2,10.0,80000.0,18360.0,0,0,75.0,0.0,12,0,14203,47.7,25,0.0,0.0,14119.59701,14119.6,11625.0,2494.6,0.0,0.0,0.0,783.1,0,80.0,1,0,378.0,62391.0,29800.0,0.23,0,0,2,1
3474,3000,3000,3000.0,36,13.11,101.25,-2,6.0,69480.0,15681.64,0,3,33.0,0.0,7,0,9383,74.5,49,0.0,0.0,3457.559856000001,3457.56,3000.0,457.56,0.0,0.0,0.0,829.27,0,47.0,1,0,0.0,40670.0,12600.0,0.226,0,0,2,1
3477,7000,7000,7000.0,36,13.11,236.23,-2,10.0,42000.0,3347.4,0,1,56.0,0.0,15,0,5869,34.3,24,0.0,0.0,8451.61713,8451.62,7000.0,1451.62,0.0,0.0,0.0,1610.3,0,59.0,1,0,0.0,7990.0,17100.0,0.08,0,0,2,1
3478,10000,10000,10000.0,36,13.11,337.47,-2,10.0,93328.0,27531.76,0,2,0.0,0.0,14,0,56530,80.8,41,0.0,0.0,12146.503690000001,12146.5,10000.0,2146.5,0.0,0.0,0.0,344.23,0,0.0,1,0,0.0,213806.0,70000.0,0.295,0,0,2,1
3481,7000,7000,7000.0,36,13.11,236.23,-2,1.0,63000.0,15636.6,0,3,54.0,0.0,15,0,5665,83.3,28,0.0,0.0,8502.136148,8502.14,7000.0,1502.14,0.0,0.0,0.0,242.08,0,0.0,1,0,0.0,55958.0,6800.0,0.248,0,0,2,1
3482,6000,6000,6000.0,36,13.11,202.49,-2,1.0,44500.0,6341.25,2,1,3.0,0.0,17,0,2165,16.5,44,0.0,0.0,7287.1468959999975,7287.15,6000.0,1287.15,0.0,0.0,0.0,208.16,0,0.0,1,0,0.0,84377.0,13100.0,0.142,0,0,2,1
3484,11700,11700,11700.0,36,13.11,394.84,-2,1.0,38000.0,10560.2,0,1,0.0,0.0,15,0,11099,77.1,18,0.0,0.0,13838.79714,13838.8,11700.0,2138.8,0.0,0.0,0.0,5165.41,0,0.0,1,0,0.0,56496.0,14400.0,0.278,0,0,2,1
3487,4800,4800,4800.0,36,13.11,161.99,-2,6.0,82500.0,4215.75,0,3,80.0,0.0,15,0,4934,62.0,24,0.0,0.0,5736.454092,5736.45,4800.0,936.45,0.0,0.0,0.0,1693.5,0,0.0,1,0,0.0,9958.0,7600.0,0.051,0,0,2,1
3488,10000,10000,10000.0,36,13.11,337.47,-2,1.0,78000.0,25248.6,0,0,0.0,0.0,20,0,35901,75.9,22,0.0,0.0,12052.74335,12052.74,10000.0,2052.74,0.0,0.0,0.0,2605.79,0,0.0,1,0,0.0,88919.0,47300.0,0.324,0,0,2,1
3489,7200,7200,7200.0,36,13.11,242.98,-2,10.0,93000.0,19790.4,0,0,0.0,0.0,9,0,25584,95.8,21,0.0,0.0,8746.61964,8746.62,7200.0,1546.62,0.0,0.0,0.0,244.53,0,0.0,1,0,0.0,413464.0,26700.0,0.213,0,0,2,1
3497,6000,6000,6000.0,36,13.11,202.49,-2,4.0,200000.0,41000.0,0,1,57.0,0.0,12,0,25307,74.2,24,0.0,0.0,7286.5420030000005,7286.54,6000.0,1286.54,0.0,0.0,0.0,406.81,0,0.0,1,0,0.0,409099.0,34100.0,0.205,0,0,2,1
3504,2000,2000,2000.0,36,13.11,67.5,-2,10.0,100000.0,19200.0,2,0,4.0,0.0,15,0,12557,42.3,37,0.0,0.0,2428.6232579999996,2428.62,2000.0,428.62,0.0,0.0,0.0,70.37,0,0.0,1,0,0.0,317440.0,29700.0,0.192,0,0,2,1
3505,10000,10000,10000.0,36,13.11,337.47,-2,3.0,43000.0,11674.5,0,0,0.0,0.0,11,0,12675,80.2,23,0.0,0.0,12148.01044,12148.01,10000.0,2148.01,0.0,0.0,0.0,339.92,0,0.0,1,0,0.0,52387.0,15800.0,0.272,0,0,2,1
3510,12000,12000,12000.0,36,13.11,404.97,-2,10.0,60000.0,13902.0,1,1,12.0,0.0,11,0,3164,25.9,18,0.0,0.0,13797.46,13797.46,12000.0,1797.46,0.0,0.0,0.0,7326.87,0,12.0,1,0,0.0,156457.0,12200.0,0.232,0,0,2,1
3518,7200,7200,7200.0,36,13.11,242.98,-2,10.0,52000.0,13213.2,0,1,0.0,0.0,12,0,29161,60.8,27,0.0,0.0,8548.558124,8548.56,7200.0,1348.56,0.0,0.0,0.0,2966.65,0,0.0,1,0,0.0,66447.0,48000.0,0.254,0,0,2,1
3526,10000,10000,10000.0,36,13.11,337.47,-2,7.0,80400.0,13844.88,0,1,0.0,0.0,5,0,33613,93.4,26,0.0,0.0,10711.36,10711.36,10000.0,711.36,0.0,0.0,0.0,8690.6,0,0.0,1,0,0.0,230971.0,36000.0,0.172,0,0,2,1
3529,7375,7375,7375.0,36,13.11,248.89,-2,9.0,100000.0,14150.0,0,2,48.0,0.0,12,0,35061,75.4,33,0.0,0.0,8479.3,8479.3,7375.0,1104.3,0.0,0.0,0.0,4505.62,0,0.0,1,0,0.0,45449.0,46500.0,0.142,0,0,2,1
3532,14400,14400,14150.0,36,13.11,485.96,-2,10.0,50000.0,13045.0,0,0,0.0,0.0,9,0,7333,83.3,24,0.0,0.0,4090.82,4019.81,2375.75,1023.8,0.0,691.27,6.82,485.96,0,0.0,1,0,0.0,31257.0,8800.0,0.261,1,0,2,1
3533,12800,12800,12800.0,36,13.11,431.97,-2,0.0,42732.0,13165.73,0,0,69.0,0.0,13,0,36166,63.4,32,0.0,0.0,15507.23872,15507.24,12800.0,2707.24,0.0,0.0,0.0,2121.61,0,69.0,1,0,0.0,44378.0,57059.0,0.308,0,0,2,1
3535,12000,12000,11750.0,36,13.11,404.97,-2,4.0,60000.0,7248.0,0,0,76.0,0.0,8,0,7290,43.2,16,0.0,0.0,14137.496169999999,13842.94,12000.0,2137.5,0.0,0.0,0.0,5642.64,0,79.0,1,0,0.0,20628.0,14400.0,0.121,0,0,2,1
3538,13000,13000,13000.0,36,13.11,438.72,-2,1.0,50000.0,15155.0,0,1,0.0,0.0,12,0,15926,74.4,18,0.0,0.0,15276.92213,15276.92,13000.0,2276.92,0.0,0.0,0.0,986.59,0,0.0,1,0,0.0,60245.0,21400.0,0.303,0,0,2,1
3546,7000,7000,7000.0,36,13.11,236.23,-2,0.0,50000.0,11210.0,0,1,0.0,0.0,12,0,29055,58.5,33,0.0,0.0,8503.468622,8503.47,7000.0,1503.47,0.0,0.0,0.0,238.31,0,0.0,1,0,0.0,29055.0,49700.0,0.224,0,0,2,1
3548,12800,12800,12800.0,36,13.11,431.97,-2,5.0,50000.0,13680.0,0,0,26.0,0.0,14,0,7829,45.5,19,0.0,0.0,15549.551959999999,15549.55,12800.0,2749.55,0.0,0.0,0.0,434.34,0,0.0,1,0,0.0,72408.0,17195.0,0.274,0,0,2,1
3551,14400,14400,14400.0,36,13.11,485.96,-2,10.0,82500.0,14808.75,0,1,41.0,0.0,11,0,9820,65.0,37,0.0,0.0,17414.89454,17414.89,14400.0,3014.89,0.0,0.0,0.0,2843.23,0,41.0,1,0,0.0,63602.0,15100.0,0.18,0,0,2,1
3558,17625,17625,17600.0,60,13.11,402.02,-2,1.0,45000.0,12514.5,0,2,0.0,0.0,14,0,13294,35.8,21,0.0,0.0,13265.3,13246.49,8268.25,4997.05,0.0,0.0,0.0,402.02,0,0.0,1,0,0.0,142686.0,37100.0,0.278,1,0,2,1
3563,12000,12000,12000.0,36,13.11,404.97,-2,4.0,50000.0,11520.0,0,0,0.0,0.0,12,0,16464,94.6,34,0.0,0.0,14297.97759,14297.98,12000.0,2297.98,0.0,0.0,0.0,4586.35,0,0.0,1,0,0.0,70386.0,17400.0,0.23,0,0,2,1
3566,9600,9600,9600.0,36,13.11,323.98,-2,4.0,62000.0,14842.8,0,0,56.0,0.0,11,0,15352,73.5,25,0.0,0.0,11661.90016,11661.9,9600.0,2061.9,0.0,0.0,0.0,326.34,0,0.0,1,0,0.0,51369.0,20900.0,0.239,0,0,2,1
3568,14675,14675,14675.0,36,13.11,495.24,-2,1.0,37000.0,5557.4,0,0,0.0,0.0,21,0,16102,56.5,27,0.0,0.0,14554.16,14554.16,12023.75,1891.91,0.0,638.5,114.93,495.24,0,0.0,1,0,0.0,81344.0,28500.0,0.15,1,0,2,1
3569,5000,5000,5000.0,36,13.11,168.74,-2,10.0,54500.0,13450.6,0,1,0.0,0.0,19,0,20409,55.9,33,0.0,0.0,6072.102447,6072.1,5000.0,1072.1,0.0,0.0,0.0,175.04,0,0.0,1,0,0.0,41477.0,36500.0,0.247,0,0,2,1
3574,10000,10000,10000.0,36,13.11,337.47,-2,6.0,53000.0,12502.7,0,1,0.0,0.0,12,0,15009,51.6,17,0.0,0.0,11561.0142,11561.01,10000.0,1561.01,0.0,0.0,0.0,5827.25,0,0.0,1,0,0.0,263792.0,29100.0,0.236,0,0,2,1
3577,5000,5000,5000.0,36,13.11,168.74,-2,1.0,50000.0,13525.0,9,1,12.0,0.0,11,0,1153,39.8,55,0.0,0.0,5054.87,5054.87,5000.0,54.87,0.0,0.0,0.0,5055.03,0,0.0,1,0,0.0,5594.0,2900.0,0.27,0,0,2,1
3583,12000,12000,12000.0,36,13.11,404.97,-2,1.0,35000.0,10360.0,0,0,0.0,0.0,15,0,10610,69.3,27,0.0,0.0,14577.96945,14577.97,12000.0,2577.97,0.0,0.0,0.0,406.57,0,0.0,1,0,0.0,104209.0,15300.0,0.29600000000000004,0,0,2,1
3585,10850,10850,10850.0,36,13.11,366.16,-2,6.0,32000.0,6179.2,0,1,0.0,0.0,15,0,13037,56.2,24,0.0,0.0,13180.1869,13180.19,10850.0,2330.19,0.0,0.0,0.0,369.69,0,0.0,1,0,0.0,105725.0,23200.0,0.193,0,0,2,1
3588,7000,7000,7000.0,36,13.11,236.23,-2,8.0,90000.0,30906.0,0,3,0.0,0.0,16,0,21608,71.1,20,0.0,0.0,8492.237388,8492.24,7000.0,1492.24,0.0,0.0,0.0,943.76,0,0.0,1,0,0.0,68791.0,30400.0,0.343,0,0,2,1
3589,11500,11500,11500.0,36,13.11,388.1,-2,10.0,35000.0,8893.5,0,0,0.0,0.0,12,0,23319,65.0,17,0.0,0.0,13864.2472,13864.25,11500.0,2364.25,0.0,0.0,0.0,3006.8,0,0.0,1,0,0.0,23319.0,35900.0,0.254,0,0,2,1
3590,7000,7000,7000.0,36,13.11,236.23,-2,3.0,32000.0,7897.6,0,1,46.0,0.0,16,0,14935,57.5,24,0.0,0.0,7334.73,7334.73,5851.75,1467.98,15.0,0.0,0.0,487.46,0,46.0,1,0,0.0,25897.0,25959.0,0.247,1,0,2,1
3592,8250,8250,8225.0,36,13.11,278.42,-2,7.0,25000.0,7825.0,5,0,12.0,0.0,17,0,8562,64.9,29,0.0,0.0,10020.833359999999,9990.48,8250.0,1770.83,0.0,0.0,0.0,283.61,0,0.0,1,0,0.0,19737.0,13200.0,0.313,0,0,2,1
3593,5525,5525,5525.0,36,13.11,186.46,-2,1.0,28000.0,7296.8,0,2,0.0,0.0,16,0,15567,55.8,27,0.0,0.0,6711.274584999999,6711.27,5525.0,1186.27,0.0,0.0,0.0,188.74,0,0.0,1,0,0.0,31588.0,27900.0,0.261,0,0,2,1
3594,15000,15000,15000.0,36,13.11,506.21,-2,9.0,65000.0,5401.5,0,0,67.0,0.0,12,0,12826,49.1,28,0.0,0.0,2806.19,2806.19,1384.56,639.14,0.0,782.49,7.73,506.21,0,0.0,1,0,0.0,21526.0,26100.0,0.083,1,0,2,1
3600,9750,9750,9750.0,36,13.11,329.04,-2,10.0,30000.0,5556.0,0,0,56.0,0.0,14,0,11481,59.5,31,0.0,0.0,11330.09452,11330.09,9750.0,1580.09,0.0,0.0,0.0,5411.79,0,56.0,1,0,0.0,19568.0,19300.0,0.185,0,0,2,1
3606,15125,15125,15125.0,36,13.11,510.43,-2,10.0,70000.0,20762.0,0,3,0.0,0.0,17,0,9456,25.9,27,0.0,0.0,13052.13,13052.13,9410.52,2835.38,0.0,806.23,8.0623,510.43,0,0.0,1,0,0.0,242483.0,36500.0,0.297,1,0,2,1
3612,7200,7200,7200.0,36,13.11,242.98,-2,10.0,55000.0,15119.5,0,1,0.0,0.0,10,0,25664,78.0,44,0.0,0.0,8605.988525,8605.99,7200.0,1405.99,0.0,0.0,0.0,2536.76,0,0.0,1,0,0.0,84063.0,32900.0,0.275,0,0,2,1
3622,15875,15875,15875.0,36,13.11,535.74,-2,2.0,130000.0,22438.0,2,0,2.0,0.0,17,0,63291,52.4,36,0.0,0.0,4283.04,4283.04,3009.71,1273.33,0.0,0.0,0.0,535.74,0,0.0,1,0,0.0,444259.0,99300.0,0.173,1,0,2,1
3624,10625,10625,10625.0,36,13.11,358.57,-2,10.0,31000.0,8568.4,0,0,38.0,0.0,12,0,10198,80.3,20,0.0,0.0,8599.56,8599.56,6608.56,1991.0,0.0,0.0,0.0,358.57,0,76.0,1,0,0.0,18149.0,12700.0,0.276,1,0,2,1
3627,10000,10000,10000.0,36,13.11,337.47,-2,10.0,29000.0,9323.5,0,0,0.0,0.0,16,0,22085,77.0,31,0.0,0.0,12151.51197,12151.51,10000.0,2151.51,0.0,0.0,0.0,341.73,0,0.0,1,0,0.0,22085.0,28700.0,0.322,0,0,2,1
3634,7500,7500,7500.0,36,13.11,253.11,-2,9.0,34000.0,9312.6,0,0,80.0,0.0,8,0,8396,66.1,18,0.0,0.0,8835.836118000001,8835.84,7500.0,1335.84,0.0,0.0,0.0,3526.82,0,80.0,1,0,0.0,27744.0,12700.0,0.274,0,0,2,1
3635,12000,12000,12000.0,36,13.11,404.97,-2,10.0,81528.0,11617.74,2,1,11.0,0.0,12,0,12305,74.6,34,0.0,0.0,14577.2144,14577.21,12000.0,2577.21,0.0,0.0,0.0,408.7,0,0.0,1,0,0.0,227362.0,16500.0,0.142,0,0,2,1
3637,7000,7000,7000.0,36,13.11,236.23,-2,8.0,130000.0,19448.0,0,3,0.0,0.0,13,0,34550,69.9,30,0.0,0.0,8209.960041,8209.96,7000.0,1209.96,0.0,0.0,0.0,3496.24,0,0.0,1,0,0.0,276875.0,49400.0,0.15,0,0,2,1
3639,7750,7750,7750.0,36,13.11,261.54,-2,10.0,49660.0,11218.19,0,2,0.0,0.0,13,0,25187,54.9,28,0.0,0.0,4969.26,4969.26,3702.06,1253.26,0.0,13.94,0.0,261.54,0,0.0,1,0,0.0,234079.0,45900.0,0.226,1,0,2,1
3640,15000,15000,15000.0,36,13.11,506.21,-2,1.0,47000.0,14941.3,0,0,71.0,0.0,18,0,12170,69.5,36,0.0,0.0,17662.932569999994,17662.93,15000.0,2662.93,0.0,0.0,0.0,4062.63,0,71.0,1,0,0.0,103937.0,17500.0,0.318,0,0,2,1
3648,13000,13000,13000.0,36,13.11,438.72,-2,4.0,77000.0,22584.1,0,1,0.0,0.0,11,0,20853,85.8,21,0.0,0.0,15791.503780000001,15791.5,13000.0,2791.5,0.0,0.0,0.0,443.95,0,0.0,1,0,0.0,78454.0,24300.0,0.293,0,0,2,1
3650,12000,12000,12000.0,36,13.11,404.97,-2,7.0,94000.0,30503.0,0,0,0.0,0.0,18,0,66205,85.5,41,0.0,0.0,13871.24328,13871.24,12000.0,1871.24,0.0,0.0,0.0,6998.14,0,0.0,1,0,0.0,319777.0,77400.0,0.324,0,0,2,1
3653,1800,1800,1800.0,36,13.11,60.75,-2,10.0,63000.0,9878.4,0,0,0.0,0.0,14,0,25341,80.7,26,0.0,0.0,2122.738148,2122.74,1800.0,322.74,0.0,0.0,0.0,539.13,0,0.0,1,0,0.0,304062.0,31400.0,0.157,0,0,2,1
3659,6000,6000,6000.0,36,13.11,202.49,-2,10.0,52000.0,12417.6,0,1,64.0,0.0,8,0,3851,63.1,17,0.0,0.0,7286.391863,7286.39,6000.0,1286.39,0.0,0.0,0.0,210.29,0,64.0,1,0,80.0,24701.0,6100.0,0.239,0,0,2,1
3661,17950,17950,17950.0,36,13.11,605.76,-2,10.0,49000.0,11941.3,0,1,0.0,0.0,10,0,37593,52.1,17,0.0,0.0,3083.58,3083.58,1174.59,945.12,0.0,963.87,9.4,303.36,0,0.0,1,0,0.0,115494.0,72181.0,0.244,1,0,2,1
3662,1000,1000,1000.0,36,13.11,33.75,-2,5.0,53600.0,17232.4,0,0,40.0,0.0,11,0,5189,86.5,23,0.0,0.0,1214.3577300000004,1214.36,1000.0,214.36,0.0,0.0,0.0,35.09,0,0.0,1,0,0.0,103931.0,6000.0,0.322,0,0,2,1
3664,10000,10000,10000.0,36,13.11,337.47,-2,10.0,41000.0,4583.8,0,0,29.0,0.0,14,0,8512,68.1,26,0.0,0.0,11362.97,11362.97,10000.0,1362.97,0.0,0.0,0.0,6645.15,0,29.0,1,0,0.0,63491.0,12500.0,0.112,0,0,2,1
3666,6000,6000,6000.0,36,13.11,202.49,-2,10.0,90000.0,20763.0,0,1,24.0,0.0,16,0,4843,62.1,35,0.0,0.0,7095.839927,7095.84,6000.0,1095.84,0.0,0.0,0.0,2651.43,0,24.0,1,0,0.0,278828.0,7800.0,0.231,0,0,2,1
3668,3500,3500,3500.0,36,13.11,118.12,-2,2.0,65000.0,19071.0,2,0,18.0,0.0,13,0,17089,84.2,44,0.0,0.0,4250.385054,4250.39,3500.0,750.39,0.0,0.0,0.0,122.65,0,0.0,1,0,0.0,31480.0,20300.0,0.293,0,0,2,1
3674,6000,6000,6000.0,36,13.11,202.49,-2,1.0,40000.0,7224.0,0,3,44.0,0.0,17,0,18248,47.9,32,0.0,0.0,7148.461141,7148.46,6000.0,1148.46,0.0,0.0,0.0,19.07,0,0.0,1,0,0.0,117452.0,38100.0,0.181,0,0,2,1
3675,4500,4500,4500.0,36,13.11,151.87,-2,2.0,25000.0,7847.5,0,2,0.0,0.0,11,0,7566,94.6,33,0.0,0.0,5464.807711,5464.81,4500.0,964.81,0.0,0.0,0.0,157.52,0,0.0,1,0,0.0,68248.0,8000.0,0.314,0,0,2,1
3682,4000,4000,4000.0,36,13.11,134.99,-2,6.0,25000.0,8200.0,0,2,0.0,0.0,20,0,14104,37.0,27,0.0,0.0,4598.54,4598.54,4000.0,598.54,0.0,0.0,0.0,2446.74,0,0.0,1,0,0.0,24719.0,38100.0,0.328,0,0,2,1
3692,4950,4950,4925.0,36,13.11,167.05,-2,0.0,18000.0,6215.4,1,0,8.0,0.0,19,0,10021,40.4,41,0.0,0.0,6007.550427,5977.22,4950.0,1057.55,0.0,0.0,0.0,78.08,0,0.0,1,0,0.0,10907.0,24800.0,0.345,0,0,2,1
3694,12000,12000,11975.0,36,13.11,404.97,-2,2.0,145000.0,30044.0,0,2,28.0,0.0,16,0,16245,68.3,36,0.0,0.0,14574.72715,14544.37,12000.0,2574.73,0.0,0.0,0.0,415.74,0,0.0,1,0,0.0,227096.0,23800.0,0.207,0,0,2,1
3697,5000,5000,5000.0,36,13.11,168.74,-2,2.0,60000.0,5844.0,0,3,0.0,0.0,16,0,15669,43.0,37,0.0,0.0,3709.96,3709.96,2527.03,838.41,0.0,344.52,3.4452,168.74,0,0.0,1,0,0.0,50494.0,36400.0,0.097,1,0,2,1
